PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
077bf,rn1r2k1/pp3ppp/2pq4/5b2/8/2P1P1P1/PPQ1NPBP/R3K2R w KQ - 7 15,c2f5 d6d2 e1f1 d2d1 a1d1 d8d1,1070,81,70,192,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/ZWaL1uvk#29,English_Opening English_Opening_Anglo-Indian_Defense
077ct,r2qr1k1/1p2bppp/p3b3/2ppP1N1/P2n4/2NPB1Q1/1PP3PP/R4RK1 b - - 7 15,d4c2 g5e6 f7e6 e3h6 g7g5 g3f2 g8h8 f2c2,2123,75,87,387,advantage clearance middlegame pin veryLong,https://lichess.org/MlR58udY/black#30,Sicilian_Defense Sicilian_Defense_Closed
077fY,6k1/1R3p2/2n4p/p2p2pP/P2P4/2r2PB1/6K1/8 b - - 0 35,c6d4 b7b8 g8g7 g3e5,778,78,80,82,crushing endgame short,https://lichess.org/ggnLJKQv/black#70,
077ho,r4k2/3q1ppp/p1p3b1/1P1pQ3/8/1BP5/1P3PPP/4R1K1 b - - 0 26,a8e8 e5e8 d7e8 e1e8,565,82,100,149,crushing endgame short,https://lichess.org/ZteiQHqc/black#52,
077jO,6k1/3B1pbp/1p3nn1/p5pq/Q2PP3/5P2/P3NPKP/2B5 w - - 2 30,e4e5 g6h4 g2f1 h5f3,2010,75,81,217,advantage deflection middlegame short,https://lichess.org/hmeM0iv8#59,
077jh,r6r/3kbp2/p3p1q1/2p1P2p/2Pn1P2/1PNp2P1/P2P1KQP/2R1R3 b - - 1 26,h5h4 g2b7 d7e8 b7a8,1196,75,95,20629,crushing interference middlegame short,https://lichess.org/xWM13X1x/black#52,
077mq,r6r/pp3Qp1/2n2p1k/q7/2p4P/5nPN/PB3P2/R3RK2 b - - 5 27,f3e1 b2f6 g7f6 f7f6,2315,80,89,911,crushing middlegame short,https://lichess.org/HWIcVbmK/black#54,
077sL,6Q1/8/8/k7/P2K4/3P4/5q2/8 w - - 5 62,d4d5 f2a2 d5e5 a2g8,1318,150,47,18,crushing endgame master masterVsMaster queenEndgame short skewer,https://lichess.org/DVq3t24R#123,
077yn,5k2/5pp1/1R1bp2p/3p4/p2P4/2q1PNP1/4QPPK/2r5 b - - 1 40,c3c7 e2a6 d6g3 f2g3,1967,74,96,200,advantage endgame short,https://lichess.org/pRgpHb9r/black#80,
078B4,8/5p2/p2p4/1p1Pb3/1P2P1k1/4K3/P1N5/8 w - - 0 43,c2d4 e5d4 e3d4 f7f6,2499,77,81,97,crushing defensiveMove endgame short,https://lichess.org/077Jl4U7#85,
078E6,r2q2k1/pp1n1ppp/1bn5/3p2N1/2pP2b1/2P1r3/PPQNBPPP/R3R1K1 w - - 0 20,f2e3 d8g5 e2g4 g5g4,1276,75,89,1666,advantage hangingPiece middlegame short,https://lichess.org/BQIIdo8r#39,
078OB,6q1/pp3p1k/4p1rp/3p3K/3P1QR1/P1P5/5P2/8 b - - 15 45,g6g4 f4h6,1703,83,76,308,endgame mate mateIn1 oneMove,https://lichess.org/3GM2kr0k/black#90,
078RG,r1bq1rk1/1p3pb1/p3p3/3pP1NB/2nP3P/2N1P3/PPQ5/R3K2R b KQ - 0 18,c4e3 c2h7,855,81,91,209,mate mateIn1 middlegame oneMove,https://lichess.org/msqUHhOt/black#36,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation
078Y9,8/5p1p/4p1p1/P3qk2/8/2Q5/1K5P/8 b - - 0 45,e5h2 c3c2 h2c2 b2c2,931,91,90,47,crushing endgame queenEndgame short,https://lichess.org/YuOqmd0m/black#90,
078cP,8/R2R3p/7k/6p1/p7/5PKP/2q3P1/8 w - - 0 42,d7h7 c2h7 a7a4 h7c7,1333,77,84,1251,crushing endgame queenRookEndgame short,https://lichess.org/8Ln8W5zk#83,
078do,8/5k2/6p1/6P1/r2R1p2/2PK4/8/8 b - - 2 71,a4d4 d3d4 f7e6 c3c4 f4f3 d4e3 f3f2 e3f2 e6f5 c4c5,2444,97,81,61,crushing defensiveMove endgame quietMove veryLong,https://lichess.org/kUJzL4PU/black#142,
078i0,r3r1k1/1b1qn1bp/1R4p1/pp1p4/2pP1Pp1/2N5/PPPQ1BBP/4R1K1 b - - 1 24,b7c6 e1e7 e8e7 b6c6,1998,75,85,112,advantage middlegame short,https://lichess.org/MRsHBKiq/black#48,
078kF,r7/5ppp/8/1pk5/2b5/5P2/P2R2PP/K1R5 w - - 2 32,a1b2 a8a2 b2b1 a2d2,708,78,100,2297,crushing endgame short skewer,https://lichess.org/0mfaNFVP#63,
078lR,8/5pp1/p1Q2bkp/3Np3/4P1P1/q7/5PKP/8 b - - 0 31,a6a5 c6d7 g6h7 d5f6 g7f6 d7f7 h7h8 f7f6,2079,126,28,19,advantage endgame veryLong,https://lichess.org/lni9sJaX/black#62,
078nJ,8/pb2kr2/1p2pNnb/3pPr1p/2pP1P1P/2P2RP1/PP1N4/K5R1 b - - 8 28,g6f8 f6g8 e7d7 g8h6,1035,75,96,2237,advantage fork middlegame short,https://lichess.org/42ugTgXs/black#56,
078pD,r2q3r/3k1p2/b4n1p/1pbpQ1p1/p2np3/P1NP2B1/BPP2PPP/R3K1NR w KQ - 4 17,e1c1 h8e8 c3e4 e8e5,1831,78,84,105,advantage middlegame short,https://lichess.org/sve0wzM9#33,Bishops_Opening Bishops_Opening_Berlin_Defense
078uD,r1b2rk1/ppp3p1/2nb3p/3Bp1Nq/2P5/P3B2P/1PQ2PP1/R3R1K1 b - - 1 17,g8h8 c2h7,1256,75,93,1347,mate mateIn1 middlegame oneMove,https://lichess.org/fdZYhJdz/black#34,Zukertort_Opening Zukertort_Opening_Dutch_Variation
078uZ,r2qk2r/p2nbppp/1p6/1Qn1N3/4PB2/8/PP1N1PPP/R3K2R w KQkq - 3 15,a1d1 a7a6 b5c4 d7e5 f4e5 c5d3 e1e2 d3e5,1880,77,81,60,advantage fork middlegame veryLong,https://lichess.org/MwhwxxSW#29,Owen_Defense Owen_Defense_Other_variations
0791B,6k1/p4p1p/1p1Pp1pP/5b2/5P2/2R5/2rr4/2R3K1 b - - 8 36,g8f8 c3c8 c2c8 c1c8,998,85,77,103,endgame mate mateIn2 short xRayAttack,https://lichess.org/WoLetkRx/black#72,
0793K,r4r2/3n1pkp/pq1p2p1/1p1B4/5P2/1P4P1/P2Q3P/2R1R2K b - - 0 28,a8c8 c1c8 f8c8 e1e7 d7e5 f4e5,2004,74,93,8254,crushing long middlegame,https://lichess.org/bvxNs2kG/black#56,
0796A,5rk1/2q2ppp/Q1nbbn2/1p6/2p5/P1N5/BPPPNPPP/R1B2RK1 w - - 1 14,c3b5 d6h2 g1h1 c7e5,1743,75,89,335,crushing kingsideAttack middlegame short,https://lichess.org/g8OhwyVy#27,French_Defense French_Defense_Other_variations
0798j,r2q1rk1/ppp2pp1/1b5p/8/3n1RQ1/1B1P3P/PPP3PN/R6K b - - 0 16,d8g5 f4d4 b6d4 g4d4,1750,73,93,6673,advantage middlegame short,https://lichess.org/EzDDJ7hA/black#32,Italian_Game Italian_Game_Giuoco_Pianissimo
0799W,1r3rk1/2p2pp1/2Q1p2p/pN2P3/Pq1P1n2/5N2/1P3PPP/3R1RK1 w - - 1 23,c6c3 f4e2 g1h1 e2c3,1246,77,86,773,crushing fork middlegame short,https://lichess.org/mrgRi7eZ#45,
079AP,3r2k1/6pp/1BRP1p2/p7/8/8/1q3PPP/5BK1 b - - 1 35,d8d7 f1c4 g8f8 c6c8 d7d8 c8d8,1771,75,91,1498,endgame long master mate mateIn3,https://lichess.org/ZRQcLobL/black#70,
079D4,rnb1k2r/1p1p1p1p/p3pqpB/3P1n2/1PPb4/P1N5/2Q2PPP/R3KBNR w KQkq - 1 12,h6d2 d4f2 e1f2 f5d4 g1f3 d4c2,1627,75,75,128,advantage attackingF2F7 discoveredAttack long middlegame sacrifice,https://lichess.org/EFzfu9pK#23,Modern_Defense Modern_Defense_Other_variations
079EF,rnbqk2r/6pp/2p5/1pP1Pp2/1p1PpP2/1BK5/P6P/R2Q2NR w kq - 0 18,c3b4 d8a5,1220,77,93,746,mate mateIn1 middlegame oneMove,https://lichess.org/VX4b5IZ2#35,Semi-Slav_Defense Semi-Slav_Defense_Accelerated_Move_Order
079O8,1kr4r/pp4b1/3pb3/P3pp1p/BP1qPp1B/3P1Q1P/5PP1/R4RK1 w - - 0 26,e4f5 e6d5 f3d5 d4d5,1737,75,90,1563,crushing middlegame short,https://lichess.org/qTSwZs12#51,
079TE,r4rk1/ppp2ppp/2p5/4N1qn/N2PP3/7b/PPP2PP1/R2Q1RK1 w - - 0 14,e5f3 g5g2,685,96,90,311,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/1T0kQEvp#27,Four_Knights_Game Four_Knights_Game_Spanish_Variation
079TG,8/8/2k5/3pK3/3P2P1/2n5/8/8 b - - 0 45,c6b5 g4g5 c3e4 g5g6,1163,80,100,114,crushing endgame knightEndgame quietMove short,https://lichess.org/xtCTyO9k/black#90,
079Vc,5rk1/pp1q1rp1/2np3p/1P1Np3/4Pn2/2P2N2/P2Q2PP/R4R1K b - - 0 23,c6e7 f3e5 d6e5 d5f6 g7f6 d2d7,1742,76,93,716,crushing discoveredAttack kingsideAttack long middlegame sacrifice,https://lichess.org/8BSGCoZa/black#46,
079WG,r4rk1/pp3ppp/4p3/3pBn2/3P1Pq1/2Q1PR2/PP4PP/2R3K1 b - - 2 16,f5h4 f3g3 g4g3 h2g3,1173,76,87,756,advantage middlegame short,https://lichess.org/to3OCslE/black#32,Slav_Defense Slav_Defense_Other_variations
079Wb,2R2rk1/pp2pp1p/1b4p1/8/4P3/2Q5/qP4PP/5R1K b - - 1 23,a2e6 c8f8 g8f8 c3h8,1223,82,74,45,attraction endgame mate mateIn2 short,https://lichess.org/MLIVjCww/black#46,
079fX,rnbkr3/ppp1bppp/5n2/3p4/5B2/3P4/PPP1QPPP/RN2KB1R w KQ - 2 9,e2f3 e7b4 e1d1 e8e1,1165,76,87,536,doubleCheck mate mateIn2 opening short,https://lichess.org/UeLPtUYc#17,Russian_Game Russian_Game_Damiano_Variation
079h4,6qk/pp4rp/n1p5/4Q3/2P1P3/P2P4/1PK2R2/8 b - - 6 32,h7h6 f2f6 h8h7 e5f5,2508,82,83,325,crushing endgame short,https://lichess.org/QYZeI6HY/black#64,
079mf,1k1r4/1p6/2p5/6p1/2PP1p2/QPq3p1/P5Pr/1K1R2R1 b - - 0 30,d8d4 a3f8 b8c7 f8g7,1608,75,96,5573,crushing endgame master short,https://lichess.org/YbnObFKX/black#60,
079pS,r4rk1/2p2pp1/p2p3R/3Np3/2p1P3/3P2Q1/PPPKnPP1/8 b - - 3 20,e2g3 d5e7,1226,87,74,188,endgame mate mateIn1 oneMove,https://lichess.org/ORztr3qW/black#40,
079qd,1k6/ppp3pp/2p5/8/8/1Pb1R2P/P1b3PK/3r4 b - - 2 29,c3b4 e3e8 d1d8 e8d8,598,97,71,211,backRankMate endgame mate mateIn2 short,https://lichess.org/c1gF2792/black#58,
079yE,r1b2Qnr/ppkp2pp/8/4p3/1BB1P3/8/P1P1KPPP/7q b - - 4 14,h1g2 b4d6 c7c6 c4d5,1649,74,88,145,advantage middlegame short,https://lichess.org/BhPTUkrS/black#28,Sicilian_Defense Sicilian_Defense_Open
07A1R,8/7p/4k3/1p1p4/1PrR1PKP/8/5P2/8 w - - 1 40,d4c4 d5c4 g4f3 e6f5 f3e3 f5g4 f4f5 g4f5,2477,92,90,507,crushing endgame veryLong,https://lichess.org/Xqmc3YJ8#79,
07A1y,2kr3r/ppp2ppp/5q2/8/1b1P2b1/4PN1P/PP2KPP1/R2Q1B1R b - - 0 12,d8d4 d1d4 g4f3 g2f3 f6d4 e3d4 h8e8 e2d3,1607,88,10,23,advantage fork middlegame veryLong,https://lichess.org/O760T02s/black#24,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
07A4W,8/8/4Kp2/4p3/4Pk2/8/8/8 b - - 2 61,f6f5 e4f5 e5e4 f5f6 e4e3 f6f7 e3e2 f7f8q,1327,353,100,1,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/B1TsfiA6/black#122,
07ACY,5nk1/q5b1/2Bp2bp/3Pp1p1/8/1P6/3N1RPP/3Q2K1 w - - 1 29,d1f3 e5e4 d2e4 g6e4 f3e4 a7a1 f2f1 g7d4 e4d4 a1d4,2523,81,92,2832,crushing middlegame veryLong,https://lichess.org/PPAm7sJX#57,
07AFw,2kr1r2/ppp2Rp1/7p/2bBp3/4P3/3P4/PPnB2PP/1R3K2 b - - 5 17,d8d5 f7f8 c5f8 e4d5,1159,79,91,507,advantage intermezzo middlegame short,https://lichess.org/1ZBNU59U/black#34,Bishops_Opening Bishops_Opening_Vienna_Hybrid
07AIr,4r2k/pR1R4/4n2p/3pr3/8/1B3K2/PP5P/8 w - - 7 36,b7a7 e6d4 f3g2 e5g5 g2f2 g5f5,2753,92,81,162,crushing endgame exposedKing long,https://lichess.org/0Jwskp44#71,
07AJm,1k1r4/1pp4p/p1n3q1/4P3/5P2/2PBB3/1PK1QP2/8 b - - 2 28,g6d3 e2d3 d8d3 c2d3,648,162,67,20,crushing endgame short,https://lichess.org/mbFF5Bah/black#56,
07AL3,4r2k/p5p1/3Q1p1p/2P5/1q6/4B3/P4PPP/4R1K1 w - - 6 41,e3d2 e8e1 d2e1 b4e1,908,76,100,117,endgame mate mateIn2 short xRayAttack,https://lichess.org/lNaGfZNz#81,
07AP3,6k1/1pp2rpp/8/p1P5/4Q3/R7/5PPP/3r1nK1 w - - 1 24,e4e2 f1e3 e2d1 e3d1,1620,76,88,623,crushing discoveredAttack endgame short,https://lichess.org/LXuF3O3u#47,
07AQZ,r7/2p3kP/2n1p1B1/p2pP1p1/1b1P4/2N3P1/PP2b3/2K4R w - - 1 28,h7h8q a8h8 h1h8 b4c3 b2c3 g7h8,2277,89,90,1363,advantage long middlegame,https://lichess.org/9ZgeH0Wt#55,
07ARr,1rb3r1/4kp1p/p2p1p1b/1p1B1P2/3pP3/3P4/PPN3PP/R4RK1 w - - 2 18,c2d4 h6e3 g1h1 e3d4,896,85,88,207,advantage fork middlegame short,https://lichess.org/XnVQbw2G#35,Italian_Game Italian_Game_Blackburne-Kostic_Gambit
07ATC,1k3rn1/ppp2qb1/4p1p1/3nP1B1/3PN1p1/P5N1/1PPQ2P1/2KR4 w - - 8 24,d1f1 f7f1 g3f1 f8f1 d2d1 f1d1,773,94,91,392,advantage long master middlegame queensideAttack,https://lichess.org/LjhFlk7h#47,
07AUD,8/PB4k1/1R4p1/5p1p/7P/3R2K1/2r2r2/8 w - - 0 44,a7a8q f5f4 g3h3 f2h2,1586,74,91,172,endgame mate mateIn2 short,https://lichess.org/NXDIpk8S#87,
07AUs,2kr3r/pp4p1/2p3p1/8/3P1qn1/2P1R3/PP4B1/R1BQ2K1 w - - 8 24,e3f3 h8h1 g2h1 f4h2 g1f1 h2h1,1969,74,95,2153,crushing deflection exposedKing kingsideAttack long middlegame sacrifice,https://lichess.org/ejxp8dRo#47,
07AeA,7k/6p1/2Bp3p/3P3q/4Q1r1/1r6/3R1P2/4KR2 w - - 1 42,e4e8 h5e8 c6e8 g4e4 d2e2 b3b1 e1d2 b1b2,1945,83,80,40,crushing fork middlegame veryLong,https://lichess.org/cvxn5skB#83,
07AfS,r2qr3/1bp3kp/2n2p2/3Q1P2/1bB5/2N2P2/PP4PP/R3K1NR w KQ - 1 17,g1e2 e8e2 e1e2 c6d4 e2d3 b7d5,2197,80,94,4259,attraction crushing discoveredAttack exposedKing long middlegame pin sacrifice,https://lichess.org/GZ26D7uP#33,French_Defense French_Defense_St_George_Defense
07Aft,5rk1/p1p3p1/1p1pp1r1/4b1qp/4Q3/6P1/PPP1NP1P/3R1RK1 b - - 1 21,h5h4 f2f4 g5g4 h2h3 g4f5 e4f5,2060,86,61,51,advantage fork long middlegame,https://lichess.org/tseURxkj/black#42,
07Agy,rnb1k3/pppp3Q/4r3/5p2/3q4/8/PPPP2PP/RNB1KB1R w q - 3 12,e1d1 d4g4 f1e2 g4e2,1091,78,90,451,mate mateIn2 opening short,https://lichess.org/1N31yIU1#23,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit
07Al6,6r1/8/R2bpk2/2p1p2p/1pP1P2P/1P1N1P2/4K3/8 b - - 2 49,g8g2 e2f1 g2d2 a6d6 f6e7 f1e1,1978,74,95,4888,crushing defensiveMove endgame long master,https://lichess.org/6kRSNWTM/black#98,
07Aoj,r1b4r/pp3p1p/n1p1pnp1/8/k1PN4/1RP4P/PB2PPP1/4KB1R b K - 1 16,a6c5 b3a3,1590,85,85,2787,mate mateIn1 middlegame oneMove,https://lichess.org/lnkBV0oh/black#32,Modern_Defense Modern_Defense_Other_variations
07Apj,5r1k/6qp/p2pB3/1p1Pn3/3B1N2/1P6/P5PP/Q5K1 w - - 6 29,f4h5 e5f3 g1h1 g7d4 a1f1 d4h4 g2f3 h4h5,2010,74,85,641,advantage discoveredAttack middlegame pin veryLong,https://lichess.org/ulKQ3zqV#57,
07AsF,8/8/5kP1/p1p5/3n4/1P6/8/1B4K1 w - - 4 58,b1e4 d4b3 e4d5 a5a4 g6g7 f6g7,1908,78,78,55,crushing endgame long quietMove,https://lichess.org/0NiDgDKb#115,
07Av5,2q1rk2/1Q1Rnp2/4p1p1/1P2P2p/3p4/P2PP3/5PPP/6K1 w - - 2 29,d7e7 c8c1,1470,183,67,53,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/66EQ6kLq#57,
07AwJ,2q5/pp3pk1/6pr/bP2P3/P2P4/4QPP1/6BP/R5K1 w - - 0 36,d4d5 a5b6 e3b6 a7b6,1152,75,92,2119,advantage endgame pin short,https://lichess.org/fzGXftuU#71,
07B8q,2r2rk1/4Rpp1/8/1N6/p1BP3P/2P5/P7/6K1 w - - 3 33,e7c7 c8c7 b5c7 f8c8 c4d5 c8c7,973,78,95,513,advantage clearance endgame long,https://lichess.org/LfPEzUGS#65,
07BIY,5rk1/4qppp/8/3r4/2B5/1P2Pp2/P1Q2P1P/2R1R1K1 w - - 0 26,c4d5 e7g5 g1f1 g5g2,1110,77,89,769,endgame fork mate mateIn2 short,https://lichess.org/5gwKJaHr#51,
07BLi,7r/ppp3k1/1b3rP1/8/1P6/2P4P/P2N4/R3R2K w - - 3 29,h1h2 f6f2 h2g3 f2d2,1247,100,20,44,advantage endgame fork short,https://lichess.org/P6KO6fmq#57,
07BNc,r5k1/1p4R1/ppnp3p/4p3/P7/3P3q/1PP1Br1N/R2Q3K b - - 0 21,g8g7 d1g1 h3g2 g1g2 f2g2 h1g2,849,78,96,261,advantage fork long middlegame,https://lichess.org/cOrqxwxu/black#42,
07BPr,rn3rk1/1bqp1pb1/p3p2p/1p1P1p2/4P3/PPN2N1P/3QBPP1/R4RK1 w - - 0 16,e4f5 c7c3 d2c3 g7c3,1949,76,67,125,advantage middlegame short,https://lichess.org/3J0Qz4MX#31,Sicilian_Defense Sicilian_Defense_Drazic_Variation
07BTO,8/2k2p2/K7/1P2pp1p/7P/5P2/6P1/8 b - - 3 40,c7b8 g2g4 f5g4 f3g4 h5g4 h4h5 g4g3 h5h6 g3g2 h6h7 g2g1q h7h8q b8c7 h8e5,2249,111,33,17,advancedPawn advantage endgame exposedKing pawnEndgame promotion quietMove veryLong,https://lichess.org/eCK8vrZN/black#80,
07BVD,8/5K1k/8/7r/8/8/5R2/8 b - - 1 77,h5g5 f2h2 g5h5 h2h5,619,76,98,1645,endgame mate mateIn2 rookEndgame short,https://lichess.org/MdGayTFL/black#154,
07BfA,4R3/8/4r3/pp1k4/4p2P/2K5/1P6/8 w - - 2 41,e8e6 b5b4 c3b3 d5e6,2201,80,84,52,crushing endgame intermezzo rookEndgame short,https://lichess.org/EprDYY7d#81,
07BkM,5rk1/p2p2pp/1p2bp2/6P1/q4P2/P1Q2N2/1Kn4P/3R1R2 b - - 3 33,c2e3 c3e3 a4c4 e3c3,2508,84,85,85,advantage hangingPiece middlegame short,https://lichess.org/l4p0ojJs/black#66,
07Bo1,4rbk1/2qN1pp1/p6p/1p6/3p1PQ1/Pb1P3P/1BP5/2K3RR w - - 2 29,d7f8 c7c2,1034,84,92,120,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/LRFDn3fJ#57,
07Brf,4r1k1/p5p1/1p1p3p/3P1p2/R1P2p1P/5P2/P1Pr1P2/2R2K2 w - - 7 28,a4a7 e8e2 f1g1 e2f2,1285,76,83,360,crushing endgame rookEndgame short,https://lichess.org/kyWyNJ90#55,
07C1F,8/p7/1p6/5p2/P1B2k1K/6p1/8/8 w - - 0 65,h4h3 f4f3 c4d5 f3f2,1166,90,84,298,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/GIxKvk6w#129,
07C2e,7k/p1q1KQ2/1p3Pp1/8/2P5/8/5P2/8 w - - 19 69,e7f8 c7d8 f7e8 d8f6,1852,75,92,218,crushing deflection endgame queenEndgame short,https://lichess.org/pHzM7dkv#137,
07C3b,5rk1/pQ3pp1/1b5p/8/Pq6/1B5P/5PP1/5RK1 w - - 1 30,b3d1 b6f2 f1f2 b4b7,1323,77,86,1336,crushing discoveredAttack endgame short,https://lichess.org/vCIXEDWY#59,
07C83,rn3rk1/5ppp/p4b2/1pp1p1N1/4P1b1/P2PB3/B1P2PPP/R4RK1 w - - 0 19,e3c5 f6g5 c5f8 g8f8 a2d5 a8a7,1718,75,93,684,advantage defensiveMove long middlegame,https://lichess.org/ZP9rd6gG#37,Vienna_Game Vienna_Game_Stanley_Variation
07CBm,1n1q1rk1/r4ppp/p2p4/1p1Qp1b1/4P3/1N6/PPP2PPP/1K1R1B1R w - - 1 15,d5d6 a7d7 d6d7 b8d7,1589,74,95,27221,advantage middlegame short,https://lichess.org/mbHxzfgQ#29,Sicilian_Defense Sicilian_Defense_Other_variations
07CCA,2kr2nr/pp4pp/4pp2/4Pb2/Bq1p1P2/5N2/PPP1N1PP/R2QK2R w KQ - 2 14,c2c3 d4c3 d1c1 c3c2 e1f2 b4a4,2079,78,94,6644,advancedPawn advantage discoveredAttack exposedKing long opening,https://lichess.org/WBMFRcXX#27,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
07CCc,r4rk1/pp2q3/2n2pp1/4p1P1/4R1PQ/7R/PPP4P/2K5 b - - 1 25,f6g5 h4h8 g8f7 h3h7 f7e8 h7e7,1331,74,91,1160,advantage exposedKing long middlegame skewer,https://lichess.org/hxgs45Ve/black#50,
07CEE,3r4/p6B/5k1b/4p3/1p6/8/PP4R1/1K6 b - - 2 36,d8c8 g2g6 f6f7 g6h6,1192,79,75,105,advantage endgame fork short,https://lichess.org/ykVcyzvF/black#72,
07CEk,r4rk1/1b1p2p1/ppq1p3/2b2pPQ/P7/2NP4/1P1B1RPP/R5K1 w - - 3 20,a1f1 c6g2,1559,76,90,673,kingsideAttack mate mateIn1 middlegame oneMove pin,https://lichess.org/koRYOnME#39,
07CGX,2r5/3K3p/k2P2p1/R4p2/1P6/2p3P1/7r/8 b - - 3 36,a6b6 d7c8 c3c2 a5c5 c2c1b c5c1,1448,76,97,1295,advantage endgame hangingPiece long rookEndgame,https://lichess.org/UfrxP4eN/black#72,
07CHP,5rk1/pp1r1p2/1bpP1q1p/6p1/1P2PB2/P4Q1P/5PP1/R2R2K1 w - - 0 24,e4e5 f6f4 f3f4 g5f4,1417,80,85,38,advantage middlegame short,https://lichess.org/jbw4mUWg#47,
07CHw,4rrk1/1p2q3/2p1P2p/2b3p1/8/2B5/2Q1p1PP/3RR2K b - - 1 33,e2d1q c2g6 e7g7 g6g7,1366,74,92,7895,mate mateIn2 middlegame short,https://lichess.org/xdUDLFRQ/black#66,
07CLb,r2qkbr1/pp1np3/2p1ppQp/8/3P4/2NB1P2/PPP3PP/R3R1K1 b q - 1 16,g8g6 d3g6,911,127,86,27,mate mateIn1 middlegame oneMove,https://lichess.org/t1BVZHic/black#32,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
07CMS,5B2/1p5p/p5p1/8/1Pk2PPP/5K2/2n5/8 b - - 0 44,c2b4 f8b4 c4b4 f4f5 g6f5 g4g5 a6a5 h4h5 a5a4 g5g6 h7g6 h5h6,2507,78,92,1699,crushing endgame master masterVsMaster quietMove sacrifice veryLong,https://lichess.org/KLyicdtq/black#88,
07CNs,2b2rk1/2p2p1p/7r/2pp1qp1/P3p3/2B1n1PN/2PP1PKb/RN1Q3R w - - 0 21,d2e3 f5h3,1072,87,94,449,mate mateIn1 middlegame oneMove,https://lichess.org/mViiqIQU#41,
07COk,8/1p3p1p/2k3p1/3N1p2/3P4/5P2/7P/7K w - - 1 39,d5f6 b7b5 h1g2 b5b4,1340,75,85,432,crushing defensiveMove endgame knightEndgame quietMove short,https://lichess.org/0IHH0bPm#77,
07CQC,6k1/2Rrrp1p/1p5P/p2p1KP1/P1R5/8/8/8 b - - 0 41,d5c4 c7c8 d7d8 c8d8 e7e8 d8e8,930,84,81,101,endgame long mate mateIn3 rookEndgame,https://lichess.org/ZObSOLIE/black#82,
07CQW,4r1k1/p2r1p2/1p1Pq1p1/2p3b1/1n5Q/5N2/1P1R1PPP/3R2K1 w - - 0 29,f3g5 e6e1 d1e1 e8e1,1187,158,43,32,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/XKOA8RZ2#57,
07CVs,6k1/pQ3pp1/1p5p/4p3/4P3/2N2P1q/Pr1r2PP/R5RK w - - 1 28,b7b8 g8h7 b8c8 h3c8,1662,87,89,35,crushing defensiveMove middlegame short,https://lichess.org/5ZftBjhH#55,
07Ccn,7r/pp3pkr/3R2p1/2p5/2P1P1q1/1P2Q1N1/P4PP1/3R1K2 w - - 3 27,e3c5 h7h1 g3h1 h8h1,1290,75,72,350,mate mateIn2 middlegame sacrifice short,https://lichess.org/hksCO41r#53,
07Cej,6k1/2p2ppp/2pp1q2/p4b2/2Pb1P2/P3r3/1PQ3PP/4RR1K w - - 2 25,e1e3 d4e3 c2e2 f6e6,2174,77,88,64,crushing endgame master short,https://lichess.org/ENQckCes#49,
07ChB,1k6/2p5/1p6/8/3Q3P/1P1B1b2/P1PK4/3q4 w - - 1 37,d2e3 d1g1 e3f3 g1d4,1559,90,86,31,advantage deflection endgame short skewer,https://lichess.org/0T3K6IiI#73,
07Ckf,2r3k1/p1q4p/4p1p1/5p2/3P3Q/2P1P1P1/2b2P1R/R1K5 w - - 0 28,f2f4 c2b3 h4h7 c7h7 h2h7 g8h7,2343,79,79,57,crushing endgame long quietMove,https://lichess.org/yafm1BTU#55,
07CmO,3q1rk1/pp2bppp/2rp1n2/1N2n3/2P2B2/1P3PP1/P5BP/R2Q1RK1 w - - 1 16,b5a7 d8b6 g1h1 b6a7,1201,76,100,151,advantage fork middlegame short,https://lichess.org/vfYlN85G#31,English_Opening English_Opening_Symmetrical_Variation
07CnF,8/6pp/3Pk3/p3Pp2/3p1P2/2r5/2pK2PP/1bR2R2 w - - 2 34,f1f3 c3f3 g2f3 a5a4,1718,74,96,13014,crushing endgame short,https://lichess.org/HnLQmVOn#67,
07Cnf,r5k1/pbp2p1p/1p1qrPp1/8/2Bp2Q1/1P6/P1P3PP/3R1R1K b - - 2 22,e6f6 f1f6 d6f6 d1f1,2039,81,73,39,advantage clearance middlegame short,https://lichess.org/mufUYy0V/black#44,
07CoK,5k1r/1p1n1pp1/p2q1n1p/2pp4/P2P4/5N2/1PPB1PPP/R3Q1K1 b - - 0 18,c5c4 d2b4 d6b4 e1b4,996,81,93,1452,crushing middlegame pin short,https://lichess.org/7Gi9oGwo/black#36,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
